gene_symbol,homlof_populations
NOTCH2NLB,1
OR4K15,1
OR4K17,1
OR4K2,1
OR4N2,1
OR4N4,1
OR4N4C,1
OR4N5,1
OR4Q3,1
OR4S1,1
OR51A4,1
OR51I1,1
OR51I2,1
OR51S1,1
OR51V1,1
OR52D1,1
OR52E2,1
OR52E5,1
OR52K1,1
OR52L1,1
OR52N1,1
OR56A3,1
OR56A4,1
OR5AK2,1
OR4K1,1
OR4F21,1
OR4E1,1
OR2M3,1
OR1Q1,1
OR1R1P,1
OR2A2,1
OR2AG1,1
OR2AT4,1
OR2B11,1
OR2B2,1
OR2F1,1
OR2H2,1
OR2L2,1
OR2S2,1
OR4D1,1
OR2T12,1
OR2T29,1
OR2T3,1
OR2T34,1
OR2T4,1
OR2V2,1
OR2W3,1
OR4C13,1
OR4C16,1
OR4C46,1
OR5AR1,1
OR5AS1,1
OR5B21,1
OSBPL3,1
OR8G5,1
OR8H1,1
OR8J3,1
OR8K1,1
OR8K5,1
OR9I1,1
ORC1,1
ORM1,1
ORMDL2,1
OS9,1
OSCAR,1
OR8D1,1
OSCP1,1
OSGIN1,1
OSTN,1
OTOF,1
OTOL1,1
OTUB2,1
OTUD1,1
OTUD3,1
OTULINL,1
OVCA2,1
OR8D2,1
OR7G1,1
OR5C1,1
OR5V1,1
OR5D16,1
OR5H15,1
OR5H2,1
OR5H6,1
OR5J2,1
OR5K1,1
OR5K2,1
OR5M1,1
OR5M11,1
OR5M9,1
OR6B1,1
OR7E24,1
OR6B3,1
OR6C1,1
OR6C4,1
OR6C75,1
OR6K3,1
OR6K6,1
OR6X1,1
OR7A10,1
OR7A5,1
OR7C1,1
OR1M1,1
OR1L8,1
OR1L1,1
NTSR2,1
NRG2,1
NRIP2,1
NRL,1
NSD1,1
NSRP1,1
NSUN5,1
NSUN7,1
NT5DC4,1
NTN5,1
NTRK1,1
NUAK2,1
NR2E3,1
NUB1,1
NUCB2,1
NUDT15,1
NUDT5,1
NUFIP1,1
NUGGC,1
NUP37,1
NUPR1,1
NUSAP1,1
NUTM1,1
NRDC,1
NR1I3,1
NUTM2E,1
NPIPB4,1
NOTCH4,1
NOTO,1
NOTUM,1
NOX4,1
NOXRED1,1
NPHP1,1
NPIPA3,1
NPIPA7,1
NPIPA8,1
NPIPB2,1
NPM2,1
NR0B2,1
NPNT,1
NPPA,1
NPR3,1
NPSR1,1
NPVF,1
NPY4R,1
NPY4R2,1
NQO1,1
NQO2,1
NR0B1,1
NUTM2A,1
NUTM2F,1
OR1J1,1
OR10C1,1
OPHN1,1
OPN1LW,1
OPN1MW,1
OPN1SW,1
OPN3,1
OPRD1,1
OPRPN,1
OPTC,1
OR10A2,1
OR10A3,1
OR10G6,1
OMP,1
OR10G8,1
OR10H2,1
OR10H3,1
OR11H2,1
OR14A2,1
OR14I1,1
OR1C1,1
OR1F1,1
OR1G1,1
OR1I1,1
OOSP4A,1
OLFM4,1
NUTM2G,1
OCLN,1
NVL,1
NXPE1,1
NXPE3,1
NXPE4,1
NXPH4,1
OBP2B,1
OC90,1
OCA2,1
OCEL1,1
OCIAD1,1
ODAD2,1
OIT3,1
ODF2,1
ODF3,1
ODF3B,1
ODF3L1,1
ODF3L2,1
OGDHL,1
OGFOD2,1
OGFRL1,1
OGN,1
OIP5,1
SCYL3,1
TRIM49B,1
SDF4,1
TP53I13,1
TRIQK,1
TRMT10A,1
TRMT11,1
TRMT12,1
TRMT9B,1
TRPC7,1
TRPM8,1
TRPT1,1
TRPV1,1
TRPV2,1
TRPV5,1
TRPV6,1
TRUB1,1
TSC22D3,1
TSHB,1
TSNARE1,1
TSPAN15,1
TSPAN16,1
TSPAN18,1
TSPAN31,1
TSPAN4,1
TSPO,1
TSPYL6,1
TRIP6,1
TRIML2,1
TRIM69,1
TREML1,1
TPCN2,1
TPD52,1
TPRG1L,1
TPST1,1
TRAFD1,1
TRAPPC11,1
TRAPPC2,1
TRAPPC2B,1
TRAPPC3L,1
TREM1,1
TREML4,1
TRIM64,1
TREX1,1
TRH,1
TRIM29,1
TRIM35,1
TRIM43,1
TRIM49,1
ME2,1
TRIM51,1
TRIM6,1
TRIM62,1
TST,1
TSTD2,1
TTC12,1
UCP1,1
UBD,1
UBE2Q2,1
UBE4B,1
UBL4A,1
UBQLN3,1
UBQLNL,1
UBXN6,1
UCK1,1
UCKL1,1
UCN2,1
UCP2,1
TYW5,1
UFSP1,1
UHMK1,1
ULBP1,1
ULBP2,1
ULK2,1
UMOD,1
UNC119,1
UNC5CL,1
UNC80,1
UNG,1
UBASH3A,1
TYROBP,1
TTC22,1
TUBA3D,1
TTC30B,1
TTC39C,1
TTC4,1
TTI2,1
TTLL1,1
TTLL12,1
TTLL3,1
TTLL4,1
TTLL7,1
TUBA3C,1
TUBB1,1
TXNRD3,1
TUFT1,1
TUSC1,1
TVP23C,1
TXK,1
TXLNB,1
TXLNG,1
TXNDC11,1
TXNDC12,1
TXNDC5,1
TXNIP,1
TP53INP2,1
TP53BP2,1
TM4SF4,1
TP53,1
TMEM176A,1
TMEM18,1
TMEM19,1
TMEM191C,1
TMEM192,1
TMEM209,1
TMEM210,1
TMEM213,1
TMEM219,1
TMEM220,1
TMEM225,1
TMEM238L,1
TMEM243,1
TMEM245,1
TMEM247,1
TMEM252,1
TMEM253,1
TMEM254,1
TMEM255B,1
TMEM259,1
TMEM260,1
TMEM262,1
TMEM266,1
TMEM170A,1
TMEM164,1
TMEM163,1
TMEM106A,1
TM7SF2,1
TM7SF3,1
TMA7,1
TMBIM4,1
TMC7,1
TMCO2,1
TMCO3,1
TMED1,1
TMED5,1
TMEM102,1
TMEM114,1
TMEM160,1
TMEM117,1
TMEM120A,1
TMEM123,1
TMEM125,1
TMEM126B,1
TMEM130,1
TMEM131L,1
TMEM144,1
TMEM145,1
TMEM154,1
TMEM267,1
TMEM268,1
TMEM35B,1
TNKS2,1
TMTC4,1
TMUB2,1
TNFAIP8L1,1
TNFRSF10A,1
TNFRSF13B,1
TNFRSF18,1
TNFSF13B,1
TNK1,1
TNK2,1
TNKS,1
TNP2,1
TMTC1,1
TNRC6B,1
TNS4,1
TOM1,1
TOM1L1,1
TOMM20L,1
TOMM6,1
TOP3A,1
TOP3B,1
TOR2A,1
TOX,1
TMTC2,1
TMPRSS6,1
TMEM38A,1
TMEM79,1
TMEM43,1
TMEM52B,1
TMEM53,1
TMEM59,1
TMEM59L,1
TMEM64,1
TMEM69,1
TMEM70,1
TMEM74,1
TMEM74B,1
TMEM81,1
TMPRSS5,1
TMEM82,1
TMEM87A,1
TMEM88,1
TMEM88B,1
TMIGD1,1
TMIGD2,1
TMPO,1
TMPRSS13,1
TMPRSS3,1
TMPRSS4,1
UPF3A,1
UPRT,1
URAD,1
USF3,1
ZNF441,1
ZNF444,1
ZNF446,1
ZNF454,1
ZNF471,1
ZNF473,1
ZNF474,1
ZNF48,1
ZNF487,1
ZNF497,1
ZNF502,1
ZNF507,1
ZNF511,1
ZNF540,1
ZNF555,1
ZNF556,1
ZNF557,1
ZNF560,1
ZNF563,1
ZNF564,1
ZNF569,1
ZNF572,1
ZNF577,1
ZNF425,1
ZNF420,1
ZNF397,1
ZNF285,1
ZNF212,1
ZNF22,1
ZNF235,1
ZNF251,1
ZNF253,1
ZNF26,1
ZNF260,1
ZNF280B,1
ZNF280C,1
ZNF284,1
ZNF286A,1
ZNF383,1
ZNF317,1
ZNF320,1
ZNF324B,1
ZNF329,1
ZNF33A,1
ZNF341,1
ZNF345,1
ZNF35,1
ZNF358,1
ZNF37A,1
ZNF584,1
ZNF585B,1
ZNF589,1
ZNF860,1
ZNF776,1
ZNF782,1
ZNF783,1
ZNF789,1
ZNF80,1
ZNF804A,1
ZNF804B,1
ZNF821,1
ZNF823,1
ZNF827,1
ZNF862,1
ZNF765,1
ZNF891,1
ZNRF3,1
ZP2,1
ZSCAN10,1
ZSCAN20,1
ZSCAN21,1
ZSCAN22,1
ZSCAN25,1
ZSCAN30,1
ZXDC,1
ZNF773,1
ZNF764,1
ZNF593,1
ZNF670,1
ZNF596,1
ZNF614,1
ZNF616,1
ZNF621,1
ZNF624,1
ZNF627,1
ZNF638,1
ZNF646,1
ZNF66,1
ZNF667,1
ZNF678,1
ZNF747,1
ZNF680,1
ZNF682,1
ZNF683,1
ZNF688,1
ZNF705D,1
ZNF707,1
ZNF708,1
ZNF709,1
ZNF722,1
ZNF735,1
ZNF211,1
ZNF205,1
ZNF20,1
WDR73,1
VTCN1,1
VTN,1
WAS,1
WBP1L,1
WDFY4,1
WDPCP,1
WDR11,1
WDR17,1
WDR41,1
WDR62,1
WDR75,1
VSIG8,1
WEE2,1
WFIKKN1,1
WFS1,1
WNT10A,1
WNT5B,1
WNT8B,1
WRAP73,1
WRN,1
WRNIP1,1
WSCD1,1
VSTM5,1
VSIG2,1
WWC2,1
VAMP5,1
USH1C,1
USHBP1,1
USP17L3,1
USP17L8,1
USP30,1
USP4,1
USP40,1
USP9X,1
UTS2B,1
UXT,1
VAT1L,1
VRK3,1
VAV3,1
VCP,1
VEGFA,1
VEPH1,1
VMO1,1
VN1R4,1
VNN2,1
VPS11,1
VPS37C,1
VPS9D1,1
WTIP,1
XIAP,1
ZNF2,1
ZKSCAN5,1
ZFHX4,1
ZFP2,1
ZFP37,1
ZFP62,1
ZFP90,1
ZG16B,1
ZIC2,1
ZIC4,1
ZIC5,1
ZKSCAN2,1
ZKSCAN8,1
ZFAND2A,1
ZKSCAN8P1,1
ZMYM1,1
ZNF10,1
ZNF101,1
ZNF106,1
ZNF136,1
ZNF141,1
ZNF142,1
ZNF195,1
ZNF197,1
ZFHX2,1
ZDHHC24,1
XK,1
ZBTB22,1
XKR3,1
XPC,1
XPNPEP3,1
XXYLT1,1
YBX3,1
YDJC,1
YIF1A,1
YY1AP1,1
ZAR1,1
ZBED6,1
ZBTB3,1
ZDHHC23,1
ZBTB33,1
ZBTB39,1
ZBTB44,1
ZBTB5,1
ZBTB7C,1
ZC2HC1A,1
ZC3H12D,1
ZCCHC7,1
ZDHHC11B,1
ZDHHC19,1
TM4SF5,1
TM4SF19,1
SDK1,1
SLC28A3,1
SLC5A8,1
SLC6A12,1
SLC6A16,1
SLC6A7,1
SLC7A10,1
SLC7A3,1
SLC8A3,1
SLC9A3R1,1
SLC9C1,1
SLCO2A1,1
SLCO4A1,1
SLCO4C1,1
SLCO5A1,1
SLCO6A1,1
SLFN14,1
SLIT3,1
SLITRK6,1
SLX1A,1
SLX1B,1
SLX4,1
SMAD6,1
SMAD9,1
SMAP1,1
SLC5A12,1
SLC5A1,1
SLC4A3,1
SLC37A3,1
SLC2A14,1
SLC2A9,1
SLC31A2,1
SLC34A2,1
SLC35E2B,1
SLC35F3,1
SLC35G3,1
SLC36A1,1
SLC36A3,1
SLC37A2,1
SLC38A10,1
SLC4A11,1
SLC38A8,1
SLC38A9,1
SLC39A12,1
SLC3A1,1
SLC41A3,1
SLC43A3,1
SLC44A5,1
SLC45A2,1
SLC45A4,1
SLC46A2,1
SMARCA1,1
SMC4,1
SMIM10L2B,1
SPACA6,1
SOD3,1
SORBS2,1
SORBS3,1
SORCS2,1
SORD,1
SOWAHA,1
SOWAHB,1
SOWAHC,1
SP110,1
SPA17,1
SPACA7,1
SNX25,1
SPACA9,1
SPAG11A,1
SPAG6,1
SPAG8,1
SPANXB1,1
SPANXC,1
SPATA12,1
SPATA13,1
SPATA25,1
SPATA31A1,1
SOCS4,1
SNX19,1
SMIM17,1
SMTNL2,1
SMIM24,1
SMIM3,1
SMIM44,1
SMIM8,1
SMKR1,1
SMN2,1
SMOC1,1
SMPD2,1
SMPDL3B,1
SMTN,1
SMUG1,1
SNX18,1
SMYD2,1
SMYD3,1
SMYD5,1
SNCG,1
SNRNP35,1
SNRNP48,1
SNTA1,1
SNTB1,1
SNX15,1
SNX16,1
SLC29A2,1
SLC27A2,1
TM4SF18,1
SLC27A1,1
SERPINB12,1
SERPINB5,1
SERPINB6,1
SERPINB9,1
SERPINI2,1
SERTAD1,1
SERTM2,1
SESN1,1
SEZ6,1
SFR1,1
SFTA2,1
SFXN5,1
SGIP1,1
SGMS2,1
SGO2,1
SGPP2,1
SGSM2,1
SGTB,1
SH2B1,1
SH2D1A,1
SH2D1B,1
SH3KBP1,1
SHC2,1
SERPINA6,1
SERINC5,1
SERINC2,1
SELENOH,1
SDK2,1
SDS,1
SEBOX,1
SEC22A,1
SEC23IP,1
SEC24A,1
SEC61A2,1
SECISBP2L,1
SEL1L3,1
SELE,1
SELENOP,1
SEPTIN4,1
SEMA3E,1
SEMA4F,1
SEMA4G,1
SEMA5A,1
SEMA5B,1
SEMA6D,1
SENP5,1
SEPTIN1,1
SEPTIN10,1
SEPTIN3,1
SHCBP1,1
SHFL,1
SHISA3,1
SLC25A13,1
SLC16A9,1
SLC17A8,1
SLC19A1,1
SLC22A14,1
SLC22A15,1
SLC22A18,1
SLC22A2,1
SLC22A8,1
SLC24A4,1
SLC24A5,1
SLC25A14,1
SLC16A2,1
SLC25A18,1
SLC25A21,1
SLC25A23,1
SLC25A25,1
SLC25A30,1
SLC25A34,1
SLC25A47,1
SLC25A5,1
SLC26A6,1
SLC26A7,1
SLC16A6,1
SLC16A13,1
SHISA4,1
SIRT2,1
SHISA8,1
SHISAL2B,1
SHKBP1,1
SHOC1,1
SHPRH,1
SIAE,1
SIDT2,1
SIGLEC10,1
SIGLEC12,1
SIKE1,1
SIRT4,1
SLC13A3,1
SKAP2,1
SKOR2,1
SLAIN1,1
SLAMF8,1
SLAMF9,1
SLC10A4,1
SLC11A1,1
SLC12A4,1
SLC12A9,1
SLC13A2,1
SPATA32,1
SPATA46,1
SPATA6L,1
SPDYA,1
TBC1D3I,1
TBC1D3L,1
TBC1D5,1
TBC1D9B,1
TBCCD1,1
TBCD,1
TBXAS1,1
TCEA3,1
TCEAL3,1
TCEAL4,1
TCEAL5,1
TCEAL7,1
TCF19,1
TCF23,1
TCF24,1
TCL1B,1
TCN1,1
TCP11,1
TDGF1P3,1
TDP1,1
TDP2,1
TDRD1,1
TDRD15,1
TBC1D3B,1
TBC1D21,1
TBC1D19,1
TAS2R16,1
TAF15,1
TAF1D,1
TAF1L,1
TAF7L,1
TAFA3,1
TANC1,1
TAP2,1
TAPBP,1
TARS3,1
TAS2R13,1
TAS2R19,1
TBATA,1
TAS2R20,1
TAS2R39,1
TAS2R40,1
TAS2R41,1
TAS2R42,1
TAS2R50,1
TAS2R60,1
TAS2R9,1
TAT,1
TAX1BP1,1
TEAD2,1
TEC,1
TECPR1,1
TIMM21,1
THEG,1
THEGL,1
THNSL2,1
THSD8,1
THTPA,1
THUMPD3,1
TICAM2,1
TIFAB,1
TIGD2,1
TIGD3,1
TIMM23B-AGAP6,1
THAP3,1
TIMM29,1
TIMMDC1,1
TJAP1,1
TJP1,1
TLE2,1
TLE6,1
TLE7,1
TLL2,1
TLN2,1
TLR2,1
THBS4,1
THADA,1
TEF,1
TEX19,1
TEKT4,1
TENT2,1
TENT5B,1
TENT5D,1
TERB1,1
TERF2,1
TESK2,1
TESMIN,1
TEX101,1
TEX11,1
TEX2,1
TGM3,1
TEX29,1
TEX30,1
TEX36,1
TEX44,1
TEX54,1
TFAP2E,1
TFF2,1
TFPI2,1
TGIF2LX,1
TGM2,1
TADA2A,1
TACSTD2,1
TACR3,1
SSPN,1
SRD5A1,1
SREBF1,1
SRF,1
SRGAP2C,1
SRL,1
SRMS,1
SS18,1
SSC4D,1
SSC5D,1
SSH3,1
ST18,1
SPTY2D1OS,1
ST3GAL6,1
ST6GAL2,1
ST6GALNAC1,1
ST8SIA5,1
ST8SIA6,1
STAC2,1
STAG2,1
STAG3,1
STAM2,1
STARD4,1
SRA1,1
SPTB,1
STATH,1
SPICE1,1
SPDYE1,1
SPDYE17,1
SPDYE2,1
SPDYE3,1
SPDYE4,1
SPECC1,1
SPEM3,1
SPG11,1
SPHKAP,1
SPIC,1
SPIDR,1
SPTA1,1
SPIN4,1
SPINT4,1
SPOCK3,1
SPON2,1
SPOPL,1
SPP1,1
SPP2,1
SPPL2C,1
SPRTN,1
SPSB2,1
STAT4,1
STC2,1
TACR2,1
SYNC,1
SUPT20H,1
SURF2,1
SUV39H1,1
SVIP,1
SWSAP1,1
SYCN,1
SYCP2L,1
SYDE1,1
SYDE2,1
SYN1,1
SYNDIG1L,1
SUMF2,1
SYNE1,1
SYNE2,1
SYNGR4,1
SYNPO2,1
SYP,1
SYT16,1
SYT17,1
SYT3,1
TAAR1,1
TAC4,1
SUMO3,1
SULT1C2,1
STEAP1B,1
STRADA,1
STING1,1
STK19,1
STK3,1
STK32A,1
STK38,1
STMND1,1
STOM,1
STOML2,1
STON2,1
STPG4,1
STRIP2,1
SULT1B1,1
STRN3,1
STS,1
STX17,1
STX3,1
STX8,1
STXBP4,1
STYK1,1
STYXL1,1
SUGCT,1
SULT1A2,1
ME3,1
GNRH1,1
MCUR1,1
CEP290,1
CHFR,1
CHI3L2,1
CHIC1,1
CHMP2B,1
CHN2,1
CHP2,1
CHRNA7,1
CHRNA9,1
CHRNB2,1
CHRNB3,1
CHST13,1
CHST4,1
CHST5,1
CHST6,1
CHTF8,1
CIART,1
CIB3,1
CIBAR1,1
CIDEA,1
CIDEC,1
CIITA,1
CILP2,1
CITED1,1
CHEK2,1
CHDH,1
CHCHD2,1
CFAP141,1
CEP41,1
CEP44,1
CEP63,1
CEP68,1
CEP78,1
CERCAM,1
CERKL,1
CES4A,1
CETN2,1
CETP,1
CFAP157,1
CGREF1,1
CFAP221,1
CFAP299,1
CFAP410,1
CFAP65,1
CFAP73,1
CFAP97,1
CFAP97D2,1
CFH,1
CGAS,1
CGNL1,1
CITED4,1
CKAP2,1
CKM,1
COCH,1
CMC2,1
CNGA1,1
CNGB1,1
CNKSR2,1
CNR2,1
CNST,1
CNTN2,1
CNTN4,1
CNTNAP4,1
COA3,1
COIL,1
CLNS1A,1
COL11A2,1
COL13A1,1
COL14A1,1
COL17A1,1
COL19A1,1
COL21A1,1
COL4A3,1
COL4A4,1
COL5A1,1
COL6A3,1
CLSTN2,1
CLN3,1
CKMT2,1
CLEC2A,1
CLASP2,1
CLDN17,1
CLDN23,1
CLDN8,1
CLDN9,1
CLEC10A,1
CLEC14A,1
CLEC18A,1
CLEC18B,1
CLEC1A,1
CLEC2L,1
CLMN,1
CLEC3A,1
CLEC4A,1
CLEC4G,1
CLEC5A,1
CLEC6A,1
CLIC3,1
CLIC4,1
CLIC6,1
CLIP4,1
CLK1,1
CEP350,1
CEP19,1
CBR1,1
CEP164,1
CCDC80,1
CCDC92B,1
CCHCR1,1
CCKBR,1
CCL14,1
CCL16,1
CCL20,1
CCL21,1
CCL26,1
CCN3,1
CCN4,1
CCN5,1
CCNF,1
CCNI2,1
CCNJL,1
CCNL2,1
CCNO,1
CCNP,1
CCR10,1
CCR2,1
CCR3,1
CCR4,1
CD101,1
CCDC74B,1
CCDC70,1
CCDC68,1
CCDC169,1
CBWD2,1
CC2D1B,1
CCDC106,1
CCDC112,1
CCDC125,1
CCDC152,1
CCDC153,1
CCDC154,1
CCDC157,1
CCDC163,1
CCDC170,1
CCDC65,1
CCDC177,1
CCDC181,1
CCDC184,1
CCDC195,1
CCDC22,1
CCDC24,1
CCDC28B,1
CCDC3,1
CCDC38,1
CCDC54,1
CD163,1
CD164L2,1
CD1A,1
CEACAM5,1
CDK5RAP1,1
CDKL2,1
CDKL5,1
CDNF,1
CDON,1
CDPF1,1
CDRT15L2,1
CDRT4,1
CDV3,1
CEACAM18,1
CEACAM8,1
CDHR4,1
CECR2,1
CELF6,1
CELSR2,1
CEMIP,1
CENPF,1
CENPU,1
CENPVL3,1
CEP131,1
CEP135,1
CEP152,1
CDK13,1
CDHR1,1
CD1E,1
CD68,1
CD244,1
CD247,1
CD300A,1
CD300LF,1
CD300LG,1
CD302,1
CD37,1
CD3D,1
CD58,1
CD6,1
CD8A,1
CDH3,1
CD8B2,1
CDC14B,1
CDC42EP1,1
CDC42EP5,1
CDCA2,1
CDCA7,1
CDCP2,1
CDH12,1
CDH15,1
CDH16,1
COL8A2,1
COLGALT2,1
COMT,1
COQ8A,1
DGKH,1
DGKQ,1
DGKZ,1
DHDH,1
DHFR2,1
DHRS13,1
DHRS2,1
DHRS4L2,1
DHRS7B,1
DHRS9,1
DHX57,1
DIDO1,1
DIP2A,1
DIPK1A,1
DIPK1C,1
DISC1,1
DISP1,1
DKC1,1
DLC1,1
DLEU7,1
DLGAP5,1
DLX4,1
DMAC2L,1
DGKE,1
DGKA,1
DGCR6L,1
DDX50,1
DCTPP1,1
DCUN1D3,1
DCX,1
DCXR,1
DDAH2,1
DDHD1,1
DDHD2,1
DDO,1
DDR1,1
DDT,1
DEFA5,1
DGAT1,1
DEFA6,1
DEFB108B,1
DEFB110,1
DEFB116,1
DEFB118,1
DEFB131A,1
DEFB134,1
DENND1B,1
DENND6B,1
DERA,1
DMBX1,1
DMPK,1
DMTN,1
DTWD1,1
DPT,1
DPY19L2,1
DPYSL4,1
DRAM2,1
DRICH1,1
DROSHA,1
DSC1,1
DSEL,1
DSG2,1
DTNBP1,1
DTX3L,1
DPPA2,1
DUS1L,1
DUS2,1
DUS4L,1
DUSP13,1
DUSP15,1
DUSP7,1
DUSP9,1
DVL2,1
DYDC2,1
DYM,1
DPPA3,1
DPP7,1
DMWD,1
DNAJC15,1
DNAAF3,1
DNAAF6,1
DNAI1,1
DNAI2,1
DNAI4,1
DNAJB1,1
DNAJC1,1
DNAJC10,1
DNAJC12,1
DNAJC14,1
DNAJC16,1
DPP10,1
DNAJC21,1
DNAJC22,1
DNAJC30,1
DNAJC4,1
DNMBP,1
DNMT3L,1
DNPH1,1
DOCK4,1
DOCK9,1
DOK1,1
DCST1,1
DCP1B,1
DCK,1
CRNN,1
CR2,1
CRACD,1
CRACR2B,1
CRB2,1
CREB3L4,1
CREG2,1
CRELD1,1
CREM,1
CRIP3,1
CRNKL1,1
CRYAA,1
CPT1C,1
CRYBA1,1
CRYBG3,1
CRYGS,1
CRYM,1
CSAG3,1
CSMD1,1
CSMD2,1
CSN2,1
CSN3,1
CSNKA2IP,1
CPXM1,1
CPSF1,1
CST3,1
CPA5,1
COQ8B,1
COQ9,1
CORO2B,1
COX6A2,1
COX6B2,1
COX7A2,1
COX7A2L,1
COX7B,1
CP,1
CPA3,1
CPA6,1
CPQ,1
CPAMD8,1
CPEB2,1
CPED1,1
CPLX3,1
CPM,1
CPN1,1
CPN2,1
CPNE7,1
CPNE9,1
CPPED1,1
CST1,1
CST5,1
DCBLD1,1
CYSTM1,1
CYP2R1,1
CYP2S1,1
CYP2W1,1
CYP3A7,1
CYP4A22,1
CYP4V2,1
CYP4Z1,1
CYP7B1,1
CYP8B1,1
CYREN,1
CYTH3,1
CYP2C9,1
CYTIP,1
CYTL1,1
D2HGDH,1
DAOA,1
DAP,1
DBF4B,1
DBI,1
DCAF4L1,1
DCAF4L2,1
DCANP1,1
CYP2J2,1
CYP2C8,1
CSTF2,1
CUL7,1
CTAGE15,1
CTAGE8,1
CTCFL,1
CTF1,1
CTH,1
CTNNAL1,1
CTRB2,1
CTSO,1
CTTNBP2,1
CUL4B,1
CUTA,1
CYP2C19,1
CWH43,1
CXCL5,1
CXCR3,1
CXCR6,1
CYB5RL,1
CYP11B2,1
CYP1A2,1
CYP1B1,1
CYP21A2,1
CYP24A1,1
CBWD1,1
CBLN4,1
MCTP1,1
ALPP,1
ANKRD65,1
ANKRD66,1
ANKS6,1
ANO1,1
ANPEP,1
ANXA1,1
ANXA13,1
ANXA2,1
ANXA6,1
ANXA9,1
AOPEP,1
AP1AR,1
AP1M2,1
AP2A1,1
AP4B1,1
AP5M1,1
APEH,1
APH1B,1
APOC3,1
APOD,1
APOF,1
APOL1,1
APOL2,1
ANKRD6,1
ANKRD55,1
ANKRD37,1
AMY1C,1
AMDHD1,1
AMER3,1
AMH,1
AMHR2,1
AMMECR1,1
AMN1,1
AMPD3,1
AMTN,1
AMY1A,1
AMY1B,1
ANAPC1,1
ANKRD33,1
ANAPC13,1
ANGEL2,1
ANGPT4,1
ANK2,1
ANKEF1,1
ANKFN1,1
ANKRA2,1
ANKRD1,1
ANKRD13A,1
ANKRD16,1
APOL6,1
APOM,1
APPL1,1
ASIC4,1
ASB10,1
ASB13,1
ASB3,1
ASB4,1
ASB5,1
ASCC3,1
ASCL1,1
ASCL3,1
ASCL4,1
ASGR2,1
ASNSD1,1
ARRDC1,1
ASPDH,1
ASPM,1
ASPRV1,1
ASTN2,1
ATF5,1
ATF6B,1
ATG2A,1
ATG2B,1
ATM,1
ATOH7,1
ARX,1
ARPP21,1
APRT,1
ARHGEF40,1
AQP1,1
AQP10,1
ARFGAP1,1
ARHGAP10,1
ARHGAP18,1
ARHGAP22,1
ARHGAP29,1
ARHGAP42,1
ARHGAP9,1
ARHGEF3,1
ARHGEF6,1
ARNT,1
ARHGEF9,1
ARID3B,1
ARL16,1
ARL4D,1
ARL6IP4,1
ARMC10,1
ARMC12,1
ARMC3,1
ARMCX2,1
ARMH4,1
ALS2CL,1
ALKBH3,1
CBL,1
ALKBH1,1
ACOT2,1
ACOT6,1
ACP4,1
ACR,1
ACRBP,1
ACRV1,1
ACSL3,1
ACSL4,1
ACSL5,1
ACSS3,1
ACTA2,1
ACTL10,1
ACTL7B,1
ACTL9,1
ACTN3,1
ACTR10,1
ACTRT2,1
ACTRT3,1
ADAD2,1
ADAM15,1
ADAM33,1
ADAMDEC1,1
ADAMTS12,1
ACOT11,1
ACER1,1
ACCSL,1
ABCB9,1
A1BG,1
A4GALT,1
AACS,1
AADACL4,1
AAR2,1
AARD,1
AASS,1
ABCA4,1
ABCB1,1
ABCB4,1
ABCC10,1
ACCS,1
ABCG4,1
ABHD10,1
ABHD16B,1
ABHD18,1
ABHD3,1
ABHD6,1
ABO,1
ABRAXAS1,1
ACAA2,1
ACADS,1
ADAMTS18,1
ADAMTS19,1
ADAMTS4,1
AKAP12,1
AGPAT5,1
AGRN,1
AGXT,1
AHSG,1
AIDA,1
AIFM2,1
AIG1,1
AIPL1,1
AK3,1
AK7,1
AKIP1,1
AFG1L,1
AKR1A1,1
AKR1C2,1
AKR1C4,1
AKR1C8,1
ALDH2,1
ALDH6A1,1
ALDH9A1,1
ALDOB,1
ALG10,1
ALG3,1
AGL,1
AFAP1L1,1
ADAMTS5,1
ADGRG3,1
ADAMTS8,1
ADAMTSL1,1
ADAMTSL3,1
ADAR,1
ADCK1,1
ADCY3,1
ADCYAP1R1,1
ADGRA3,1
ADGRE5,1
ADGRF4,1
ADGRG6,1
ADRM1,1
ADH1C,1
ADH6,1
ADH7,1
ADHFE1,1
ADI1,1
ADIG,1
ADM5,1
ADORA2B,1
ADRA1A,1
ADRA1D,1
ATP23,1
ATP5PD,1
ATP6V1E1,1
ATP6V1E2,1
C21orf58,1
C2CD2,1
C2CD4A,1
C2CD4C,1
C2orf42,1
C2orf68,1
C2orf72,1
C2orf78,1
C2orf80,1
C2orf88,1
C2orf92,1
C3AR1,1
C3orf14,1
C3orf33,1
C3orf84,1
C4A,1
C4BPB,1
C4orf17,1
C4orf33,1
C4orf36,1
C4orf45,1
C5orf22,1
C5orf34,1
C20orf203,1
C20orf144,1
C2,1
C19orf73,1
C14orf93,1
C15orf61,1
C15orf62,1
C17orf64,1
C17orf67,1
C17orf75,1
C17orf78,1
C18orf54,1
C19orf47,1
C19orf67,1
C19orf85,1
C1orf68,1
C1GALT1C1L,1
C1QL2,1
C1QTNF12,1
C1QTNF2,1
C1QTNF6,1
C1orf105,1
C1orf122,1
C1orf198,1
C1orf216,1
C1orf35,1
C5orf47,1
C5orf49,1
C6orf136,1
CAPNS2,1
CALCOCO1,1
CALHM2,1
CALML4,1
CALML6,1
