Gene,MF.score
HTR1E,3.4433676136173783e-05
HTR1F,3.44224765076789e-5
HTR5A,2.9900374176842758e-5
HTR6,4.458928411624946e-5
IGFALS,3.117147173399647e-5
IL3RA,4.6913386583067176e-5
IL11RA,3.478473136385159e-5
INHBC,3.565295179662874e-6
INSL4,7.145235971361465e-5
ITGAE,5.21472150196581e-6
LIFR,9.675451457234426e-5
LTBP1,6.420370636901373e-5
LY6H,2.086080572032193e-5
MC2R,6.008960087106464e-5
MC5R,1.1143242241621048e-5
SCGB2A1,3.394086070041732e-6
SCGB2A2,3.394086070041732e-6
MLN,4.921296525149499e-5
MPZ,4.919367326909257e-6
MTCP1,2.2370363634908224e-6
MTNR1A,1.7680754383383676e-5
NPY6R,4.4304859310675975e-6
NRGN,6.198443054461266e-7
NUCB1,3.477409792861108e-6
NUCB2,3.471720982734154e-6
PCDH1,1.388585732699078e-6
PCP4,3.362782213445672e-5
PDE1C,1.972572437826612e-5
PDGFRL,2.1871530709686857e-5
PPP2R5A,2.2020423324257744e-5
PPP2R5E,1.0049530255161846e-5
NPY4R,2.286448729903163e-5
PRKAR2A,4.884987253716274e-5
THAP12,6.073392512069662e-7
PSPN,1.8513643742688533e-5
PSD,1.5144131852452052e-5
PVALB,2.0933016810225288e-5
RALGDS,2.1418107730182544e-6
RASA2,5.911801191383656e-6
RFNG,2.0679430393876927e-5
RGS3,1.942685211144438e-6
RGS10,1.158065223790932e-5
RGS12,4.0967540407485015e-6
RGS13,2.1081641517528874e-6
RLN1,1.7648287400275058e-6
RIT1,3.7163739221686313e-6
RRAD,3.590399013927781e-6
RSU1,3.0893293661522137e-6
SH3BP2,3.03516969484449e-6
SYPL1,3.4300020917008357e-6
TRHR,4.8883429688531575e-5
TSHB,6.400419392624137e-6
VIPR1,3.647327626711045e-5
VIPR2,3.6983986073778696e-5
CORO2A,1.399560777194073e-6
TCL1A,2.539154180173001e-6
MIA,1.4162795640381481e-6
LZTR1,8.127818953593762e-6
SPARCL1,4.805171819702268e-6
ANXA9,8.645471955334613e-6
IRS4,5.716512842548934e-6
CILP,1.4075729818449916e-5
RGS5,1.933020642330287e-6
ITGA10,4.548361814011563e-5
JRK,2.0565266902588357e-6
CTNNAL1,1.5980253175385963e-6
RGS11,4.082555581080038e-6
DLK1,2.5665402247748845e-6
SCEL,4.2861341624569645e-6
CCN5,1.971358797659178e-6
HCAR3,2.451839232054212e-5
CPNE3,1.1384521919731547e-5
MPZL1,9.048426613885133e-7
DOK2,6.4196148350876536e-6
ARHGEF1,2.135024119557908e-6
BMP15,1.931369293963692e-6
DLGAP2,1.2610264864885256e-5
DLGAP1,1.5878761042330484e-6
GPR50,1.3303000942135683e-5
TAAR2,7.658013604603692e-6
GPR52,1.2099198505215236e-5
GLP2R,2.59705972620673e-5
ITGBL1,5.354715425217305e-6
ARHGAP29,3.3094217910101457e-6
SH3BP5,3.321107971315446e-6
NRG2,5.892467331101234e-6
GABBR2,9.496075325691527e-5
TCL1B,2.2370363634908224e-6
RGS6,3.392442719819652e-6
RALGPS1,3.523262986325403e-5
PPP6R2,2.384141918588544e-6
GARRE1,1.870705448358615e-5
ADAMTSL2,3.620902904290992e-5
ARHGAP32,4.708295400730759e-6
RAPGEF5,3.999192615570233e-6
URB2,3.7841230945525412e-6
ARHGAP11A,2.640679412126975e-6
SRGAP3,2.0038741559643287e-6
DENND4B,1.041363420790355e-5
P2RY14,5.022973109220003e-5
INSL5,1.090898664216625e-5
GPC6,1.712687670848412e-5
FAM13A,1.241149607435234e-6
RASA4,1.0924909752246722e-5
RCAN2,1.1135201298607417e-5
CNKSR1,8.737016214587946e-7
EFS,1.3819971836042393e-6
IRAG1,1.286021996441915e-5
LRRN2,5.689728571219432e-7
FAM3C,7.611684119886856e-6
OLFM4,7.69106339448189e-6
RASL10A,2.5862872471100877e-6
FRS3,9.161979663432675e-6
DIAPH2-AS1,1.2683709777099546e-7
PROKR1,8.112394352675602e-6
GPR83,9.737459244514497e-6
RUNDC3A,1.4354925569440734e-5
GPR75,8.982905894179852e-6
ADAP1,1.3896401726050712e-5
RCAN3,2.3567311526760175e-5
INSL6,1.015858515973781e-6
WIF1,4.079588944558725e-6
AKAP10,1.4171568620455705e-6
RASSF8,1.7834966329793926e-7
GPR176,4.098213180589055e-6
NXPH4,1.7959085031964613e-6
NXPH3,7.813224225923469e-7
NXPH2,7.813224225923469e-7
GPR45,5.049836708075979e-7
GPR182,4.971369909065463e-7
PDAP1,1.2894670277118577e-6
DLGAP4,1.1539792411038158e-5
FRMPD1,1.4212351039446505e-6
ADGRL1,2.6700572518765003e-5
PPP6R1,2.291042548622257e-6
RGL1,1.3671202234769708e-6
MCF2L,7.4223679562933085e-6
ADGRL2,2.5146689694265494e-5
DOCK9,3.689488240221163e-6
PSD3,7.702102666296886e-6
ARHGEF12,2.2329614669753193e-6
RIMBP2,2.160823788455774e-6
ARHGAP45,5.982041661547746e-6
SEZ6L,1.7440552079721242e-5
PSD4,7.249227311983148e-6
LEMD3,2.334119138018118e-5
FAM89B,8.184530615842495e-6
LAMP5,1.7227685926377556e-5
SHC2,1.6999589165449063e-6
MOB4,9.156387100187252e-6
NEPRO,3.5942487013724613e-6
OLFML2B,1.6812023149567843e-6
CNRIP1,9.94643980103787e-5
PLEKHG3,6.441378617052022e-6
SUSD5,2.8101237888022947e-6
ATRNL1,2.3770210442459076e-6
RGS22,2.720205307206422e-6
PCDHB5,2.8286673572625037e-6
IL1RAPL2,4.7723057192555756e-5
SEZ6L2,1.7411152440813942e-5
GPR160,6.068368218945713e-7
DKK2,9.187729319384074e-6
CYTH4,7.1549215333640945e-6
SIGLEC9,3.806938196404363e-6
SIGLEC8,3.385968869000847e-6
GPR82,4.780703473435673e-7
OXGR1,4.780703473435673e-7
GPR78,9.472689127625965e-7
GPR162,5.049836708075979e-7
P2RY10,4.780703473435673e-7
CLEC2D,9.490618196889815e-7
STRN4,2.5543372570602403e-5
SCHIP1,5.841523752704626e-6
PILRA,4.074893064828112e-6
NXPH1,3.3117637124847915e-6
TAX1BP3,1.1872843098114344e-5
ARHGEF4,4.805984361502498e-6
ARHGEF3,4.692453646305311e-6
PDE11A,5.2230119321648346e-5
ASB3,6.432535054089038e-7
RAPGEFL1,1.4248991262814582e-6
CLEC1A,6.019676569092614e-7
GMIP,6.083888121398701e-6
FAM13B,1.241149607435234e-6
HPCAL4,2.3760435746636047e-6
RAPGEF6,1.420902993027857e-5
SHC3,4.762486537191178e-6
P2RY13,1.4331564560091478e-5
GPR84,2.8117397071481017e-5
GPR87,1.4202061768315537e-5
SNTG1,1.8798278404556335e-5
GPR85,6.075731391195083e-7
GNG2,2.9075063378212287e-5
DIRAS2,2.0103715658489328e-6
KCTD9,2.9106800346726404e-6
WBP1L,2.9586407352496892e-5
FAM83E,3.3915026526611845e-7
MS4A12,3.2243917566910075e-7
EPS8L1,1.6857584378565047e-5
COMMD4,3.888631562375318e-7
COMMD8,2.245165376486826e-6
ADISSP,3.00573611567582e-5
RALGPS2,1.3552934199189953e-6
PLEKHG6,4.527696196046802e-6
MOB1A,3.2739306531337675e-6
PPP6R3,2.0556938129374504e-6
TCP11L1,6.811537751586448e-7
LRRC59,3.1408204739867126e-6
GPRC5D,2.0188461159048863e-6
LRRC40,2.9973539873311405e-7
DOK4,5.273559328985149e-7
MBD5,3.470784563307034e-5
DEPDC1B,1.5725316883416888e-6
DOK5,8.459763661589707e-6
GPRC5C,2.140665798236091e-6
GNG12,8.271583481305365e-6
PCDHB14,2.8286673572625037e-6
PCDHB13,8.653430128337509e-6
PCDHB11,2.81746772876762e-6
PCDHB10,2.81746772876762e-6
PCDHB9,2.81746772876762e-6
PCDHB6,3.8195010070143584e-6
PCDHB4,2.81746772876762e-6
PCDHB3,2.8286673572625037e-6
PCDHB2,2.81746772876762e-6
MRAP,1.1841313605498204e-4
GKN1,2.52477185098177e-6
CABP5,2.2342348945963682e-6
AKIP1,1.9935598000005427e-6
TMEM9B,2.383970786066889e-6
FSTL5,2.462327706807606e-6
ANKS1B,5.225793935101539e-6
PMEPA1,1.6029090779953167e-5
OLFML3,3.564947392619174e-7
RGL3,1.7195671524593973e-6
RALGAPB,1.361109829757564e-5
CAMK1G,1.318876569198226e-5
RALGAPA2,4.242999079185599e-6
ARFGEF3,6.2615683922651205e-6
PLEKHG1,1.6419402107180225e-6
LRFN2,4.028043848916722e-6
ARHGAP31,2.4692455641923448e-6
SRGAP1,1.488357776134732e-6
KCTD16,5.07530300778023e-5
SIPA1L2,4.9428269169402847e-5
ARHGAP20,2.149830448105356e-6
DOCK6,2.153126452784784e-6
ARHGAP23,1.4014513023936895e-6
PLEKHA4,2.575301668741195e-5
PCDHB16,2.81746772876762e-6
SCUBE2,5.356958695681622e-7
PLEKHB1,3.1666394148684886e-6
MS4A7,7.73986919308914e-7
DLGAP3,9.257702340218545e-6
LY6G6D,1.8371774978807077e-5
ENPP5,2.463024080872168e-5
GNB4,1.0224064690234095e-5
RXFP1,1.3315829870127322e-4
AFAP1,3.779189948391595e-6
NPFFR1,3.0691724753097193e-6
ADGRL4,1.1967222257047276e-6
MS4A6A,7.73986919308914e-7
MS4A5,2.7092661014215695e-7
LMBR1,3.326056908926778e-6
ARHGAP9,3.815641460166775e-6
ZNF106,2.1561034287896818e-6
RGS18,1.8790965542348244e-6
GPR135,5.697016699071424e-6
GIGYF1,9.316687673941695e-7
TNS3,1.0247191280083795e-5
C12orf43,1.4784186538257986e-5
TTC23,2.8020089925902007e-6
DLK2,4.997284147336829e-6
RASL11B,6.841372714888807e-6
LYNX1,2.3284838167280257e-5
DBNDD1,3.064977457277208e-7
CAMKV,1.1952853814860192e-5
LRRC2,1.4531289101763112e-7
EPS8L3,1.4484808887782453e-5
FAT4,4.2475261825941876e-6
VEPH1,8.18801090173406e-6
ASB13,6.432535054089038e-7
SHCBP1,4.1421500381969124e-6
MOB3B,3.699655810797788e-6
CLMP,5.494332938720915e-6
DOK3,2.8555788066379837e-6
FRMD1,2.2724165857019567e-5
GPR157,8.663123754947687e-6
SIKE1,8.027655827426779e-6
TEDC2,3.2676182342814586e-6
TM2D3,3.4417647558299706e-5
PPP1R2C,3.1608509555947405e-6
GKAP1,7.157871326968068e-6
ARHGAP39,1.841358374120009e-6
SH3BP5L,2.462294080645514e-6
GPR63,7.255632952045784e-7
MOB2,1.8109787795558528e-6
CAB39L,3.1177975139439892e-6
TSPAN14,1.029595967676747e-5
TAAR8,7.658013604603692e-6
MS4A8,2.7092661014215695e-7
INHBE,1.8367141586392e-6
GPR61,3.096748102071125e-5
FGFBP2,6.393466814517174e-7
RASSF4,1.7834966329793926e-7
FRMD8P1,1.7255820398486226e-6
QRFPR,7.744086684262408e-6
LRRIQ1,3.99959292025989e-7
SYDE2,5.609129902380113e-6
PSD2,9.487571237173538e-6
GARNL3,5.246065900346013e-7
CAMKK1,3.4010334428842957e-6
CARD19,5.394327542663157e-6
BTBD10,3.5303024029356533e-6
TMEM101,1.1396304018774816e-6
ADGRA1,1.2190220049237514e-6
FAM120B,2.6922144623747917e-6
MCHR2,1.6752887920651147e-6
KISS1R,2.9234416975341366e-6
ADGRE3,2.9434127048105106e-6
RETNLB,1.1585493289321358e-6
MS4A14,3.2243917566910075e-7
TXNDC17,1.8835989608743816e-5
ADGRG7,9.663355563255755e-7
IGSF21,1.2723130412460038e-5
FAM83A,7.440193559743181e-6
ARHGAP19,1.3512064761067739e-6
RGS8,2.5103561647669606e-5
DISP2,5.977821034063188e-7
TMEM116,2.5434628202244765e-7
UCN2,2.819548044085629e-5
JPT2,6.446577361393975e-6
DEPDC7,2.234246978307476e-7
TMEM88,3.2817101868574355e-6
LMBRD2,1.7483065209714797e-6
ASB16,6.432535054089038e-7
SHKBP1,6.564674172328547e-6
GNG8,6.64691296931065e-5
PTH2,7.477426980300376e-7
PIK3IP1,1.4215814762922866e-5
FAM83F,3.3915026526611845e-7
DTX2,2.1963026844134804e-6
CGB1,1.0928112464997027e-6
CGB2,1.0928112464997027e-6
GNRHR2,3.1874220761154664e-5
KCTD12,2.1746251837953054e-6
DDIT4L,5.120523940074997e-7
LRRC58,1.4531289101763112e-7
MAS1L,5.934122649236758e-6
MRGPRD,5.079130768018322e-7
MRGPRE,4.780703473435673e-7
MRGPRF,8.65521751334164e-7
MRGPRX3,5.049836708075979e-7
MRGPRX4,4.780703473435673e-7
TAGAP,2.3879057961908788e-6
RLN3,1.1799185153405094e-6
GPR62,3.280452120576134e-5
C10orf71,1.2752198948053552e-5
DEPDC4,1.4531289101763112e-7
ABTB3,3.645638261354884e-6
LRR1,6.950153587605417e-7
LRRC28,1.4531289101763112e-7
GPR139,3.0748007162292328e-6
MOB3A,1.6033044581797057e-6
ASB17,5.917409398819601e-7
LRRC39,3.988641969447251e-6
EDARADD,3.43373005163017e-7
PROKR2,8.139307676139633e-6
FAM83C,3.3915026526611845e-7
GAB4,5.851862263386303e-6
C22orf39,8.310861568511708e-6
NMS,6.370136362356035e-6
LYPD6,1.590346346468963e-5
TMEM198,1.8905284585529514e-6
EVC2,1.7724608286962841e-6
SETD9,3.4896138256934765e-6
TAAR1,9.28776520999123e-6
ASB10,6.950153587605417e-7
ADGRG4,9.39422232861545e-7
PNCK,3.310581673437057e-6
ASB5,1.3380923789956079e-6
ASB6,6.432535054089038e-7
ASB7,6.432535054089038e-7
ASB8,6.432535054089038e-7
SAMD10,9.936529367687155e-7
NEURL2,1.3234652702622544e-6
ASB15,6.432535054089038e-7
ASB14,5.917409398819601e-7
NRG4,1.3783460935022513e-5
CBLN2,2.7949092978429348e-5
DIRAS1,2.0103715658489328e-6
MOB3C,1.6145040866745893e-6
DCDC2B,7.564951942490242e-7
SRARP,1.6783352868829688e-5
PPP1R1C,3.2886650769394132e-6
SHISA3,1.950483544385521e-6
RASGEF1B,2.0105206650961462e-6
ARHGAP36,7.160101674395445e-7
GPR180,5.622156107704585e-6
STOML3,8.054681409948424e-7
SAMD15,2.0308466448119763e-6
APCDD1L,2.602609740533345e-6
ADGRF3,9.173093062419017e-7
OXER1,1.5926472726085267e-4
GPR156,7.186210499978056e-5
PRICKLE2,2.66530348021954e-6
ADGRA3,7.6855500883838685e-07
FREM3,1.150453256419351e-6
OLFML2A,1.6812023149567843e-6
GPHA2,2.159102566795772e-5
DTX3,1.7599399299611545e-6
MUC20,4.9731679767974815e-6
CCDC125,7.677338077082975e-6
AMER3,3.037880385670655e-6
AMER2,6.12126634050919e-6
MS4A15,2.7092661014215695e-7
DOK6,4.4759391613225024e-7
LRRC63,1.4531289101763112e-7
RASGEF1A,6.192359787547993e-6
SPATA13,7.381954141247518e-6
ADGRG5,9.39422232861545e-7
ADGRF4,9.442226297059323e-7
GPC2,4.618504011984118e-6
ELAPOR2,1.440560100787368e-5
FAM83B,3.79903812120715e-5
ADGRF2P,9.173093062419017e-7
MS4A6E,7.73986919308914e-7
FNDC5,1.2594207614339869e-5
RALGAPA1,4.1699478543134876e-6
TCP11L2,8.399413314713709e-7
RASGEF1C,1.3064781292331677e-6
NPB,1.4761389679990653e-6
ARHGAP30,1.3673276322941098e-6
TAS2R41,5.049836708075979e-7
TAS2R45,4.780703473435673e-7
TAS2R19,5.049836708075979e-7
RGL4,1.4276447978498096e-6
OLFML1,2.503210041815715e-7
RASSF3,7.5816271723266255e-07
ADGRD1,1.2879997655997066e-6
MORN3,3.336905016155949e-6
GPR137C,4.137680233089419e-6
TEDC1,3.2676182342814586e-6
NPW,1.4761389679990653e-6
TMEM145,5.622156107704585e-6
SH2D6,4.027303402939666e-7
GPR150,7.116201954782228e-7
LURAP1L,1.0367204596889422e-6
P2RY8,1.4202061768315537e-5
VN1R5,1.3839251330677962e-5
C1QTNF9,1.6117855729524862e-6
LRRC30,1.4531289101763112e-7
RXFP4,1.1431270242354886e-5
BEX5,3.771820600497338e-7
VWA2,1.589291948890061e-5
MS4A10,3.2243917566910075e-7
GLDN,2.3197899444042478e-5
RSPO4,7.459779562745997e-6
ADGRD2,9.39422232861545e-7
GNG5B,7.452853843597956e-6
ANKDD1A,1.7834966329793926e-7
GPR142,5.344440810423261e-7
TAS2R42,4.780703473435673e-7
GPR141,4.723101898664183e-6
VWC2,3.0165075443320045e-5
KCP,3.996241195453273e-6
ENHO,2.946960085570016e-6
KCTD8,4.159545271508074e-6
MRGPRG,4.780703473435673e-7
GPR153,4.780703473435673e-7
SHISA2,6.121855939534185e-6
NOTCH2NLA,5.426889219624699e-6
SAMD5,3.5120171323193323e-7
GPR152,5.292302972108018e-7
DYTN,5.594709146697748e-7
PATE4,8.638916991217083e-6
GRAPL,2.094362120236375e-6
IL17REL,7.455490851818726e-6
ASB18,5.917409398819601e-7
DTHD1,1.2683709777099546e-7
RGS7BP,1.2560838939204209e-5
LRRD1,2.4238024194510333e-07
SAMD12,1.0451655022956594e-6
VWC2L,9.60212456427285e-6
MIR32,1.779308578268671e-6
TAFA1,1.1106927015260177e-5
CCNYL2,1.1123039184083785e-6
SLURP2,2.284797556592873e-5
PLEKHG7,1.1468756627904812e-6
CDNF,2.642448300034755e-6
MIR323A,1.921588411248184e-5
MIR376C,8.596259912489707e-6
LRRC18,1.9682545654457493e-7
C18orf32,1.711132253139324e-6
MS4A13,3.2243917566910075e-7
MIR490,4.2570458801301335e-6
FAM110C,4.575336555877063e-6
TMEM88B,1.6464007581390712e-6
PYY3,1.845740016296832e-5
FAM83G,1.807547576625557e-6
RASSF10,3.950301979997236e-6
INS-IGF2,1.0322502989958801e-06
MS4A18,2.7092661014215695e-7
DCDC2C,1.4242069404336754e-6
ANKDD1B,1.2683709777099546e-7
TMEM170B,1.697913323666015e-6
LRRC69,1.4531289101763112e-7
RASA4B,7.276573912956351e-6
MIR1260B,2.8280794032855153e-6
TPBGL,1.6464007581390712e-6
MYZAP,8.872503218154323e-6
NOTCH2NLC,3.494671912358673e-6
NPY4R2,2.1245860272543727e-5
NOTCH2NLB,5.377897614680841e-6
FBXW7-AS1,3.2499631265738204e-5
LOC102724428,7.951417783383172e-7
CCNYL1B,8.999907509132554e-7
CCNYL3,8.999907509132554e-7
GNG14,7.452853843597956e-6
LY6S,2.062621038418234e-5
P3R3URF,3.991458951273134e-7
TMDD1,2.2974703995953455e-7
CDH16,2.5918631951842747e-6
DPT,2.2782112111486684e-6
ECM2,2.4331509867795128e-5
FBLN2,1.248466151619813e-5
ICAM2,9.790085818968e-6
ICAM4,7.817522566298932e-7
ISLR,2.2629950245502863e-6
LAMC2,3.247422866412737e-5
LPP,3.0598967765256173e-6
LSAMP,4.8441702119867305e-6
MFAP4,3.4038969397043854e-5
NCAM2,1.0260953442001074e-5
NINJ2,4.345042107108199e-6
OMD,2.0450718222671497e-6
OPCML,1.9141132284054172e-6
CNTN3,3.692742146265626e-7
PCDH7,4.742592858631809e-6
PCDH9,3.2489316771947227e-6
VIT,7.126909754589978e-6
PSG2,2.299771290322733e-6
PSG5,2.2920468377089626e-6
PSG11,2.2920468377089626e-6
ZAN,4.175492211170187e-6
DGCR6,5.829243567207991e-7
PCDHGB4,1.9599792886628614e-6
SIGLEC5,5.714859389429216e-6
SGCE,2.3784306923418946e-5
CYTIP,8.502572483842757e-7
PCDHGA8,9.57026595935472e-7
PCDHA9,9.57026595935472e-7
TROAP,2.472186825344502e-7
EDIL3,2.559016444512431e-6
MPZL2,8.886707935384063e-7
MSLN,1.0525485792307665e-6
NID2,4.434608346429814e-6
LAMB4,9.827951342046845e-7
IGSF9B,1.3045355136031577e-6
PDZD2,1.1006731123974414e-6
SSPOP,1.1814635116930342e-6
ABI3BP,2.271968733015585e-6
EGFL6,3.0762205774811434e-6
SNED1,2.764793650509483e-6
PCDHGA12,1.1281412656964664e-6
SIGLEC7,3.266984467235299e-6
PCDH11X,8.772645791692074e-7
PCDHB1,9.57026595935472e-7
COL5A3,3.372849802551599e-5
NTM,1.9141132284054172e-6
CERCAM,7.357673438231469e-7
CDHR5,5.3448503017449004e-5
PCDH18,1.1633287814039403e-6
MXRA8,5.483159125959535e-5
VSIG10,1.1171868656898352e-6
PCDHB18P,9.57026595935472e-7
EPDR1,5.185279143594132e-5
VEZT,3.429216138101327e-5
PCDHGB7,9.57026595935472e-7
PCDHGB6,9.57026595935472e-7
PCDHGB5,1.1173282908939277e-6
PCDHGB3,9.57026595935472e-7
PCDHGB2,9.57026595935472e-7
PCDHGB1,1.8775054180936215e-6
PCDHGA11,9.57026595935472e-7
PCDHGA10,9.57026595935472e-7
PCDHGA9,1.0084776453517561e-6
PCDHGA7,9.57026595935472e-7
PCDHGA6,9.57026595935472e-7
PCDHGA5,9.57026595935472e-7
PCDHGA4,9.682262244303554e-7
PCDHGA2,9.57026595935472e-7
PCDHGA1,9.57026595935472e-7
PCDHB15,3.978039820890393e-6
PCDHB12,9.682262244303554e-7
PCDHB8,9.924728508335592e-7
PCDHB7,9.57026595935472e-7
PCDHAC1,9.57026595935472e-7
PCDHA13,9.57026595935472e-7
PCDHA12,9.57026595935472e-7
PCDHA11,9.57026595935472e-7
PCDHA8,9.57026595935472e-7
PCDHA7,1.95905987418221e-6
PCDHA6,9.70477542371638e-7
PCDHA5,9.57026595935472e-7
PCDHA4,9.924728508335592e-7
PCDHA3,9.57026595935472e-7
PCDHA2,1.0804802615564167e-6
PCDHA1,1.0730670106835483e-6
PCDH19,8.772645791692074e-7
PCDH10,1.4587630383674794e-6
IGDCC4,2.561238653481372e-7
CADM3,2.6247729069533754e-6
PCDH20,9.175160000906083e-7
LRFN3,2.4715384241649782e-5
CNTNAP3,5.249534042838561e-7
TMEM47,7.352100842532189e-7
KIRREL2,1.126819316777763e-5
SIGLEC12,3.2001827810004146e-6
MUC16,1.236777737797858e-6
SIGLEC11,3.480871675225461e-6
ELFN2,6.810128707580423e-6
CNTNAP5,1.8307291502193762e-7
FBLN7,5.380391174545817e-6
COL6A6,2.975071597361665e-6
EGFLAM,1.922968803950347e-5
COL26A1,5.0430402555463136e-5
PLEKHA7,4.79591042218755e-5
IGSF5,1.784613745524982e-6
CCDC80,9.305672554100394e-6
CBLL2,1.4129284838537994e-6
SPACA4,2.2674354059921244e-5
MPZL3,1.5166012589319087e-6
DENND6A,8.628492900726429e-6
CADM2,4.3332694300843585e-6
COL6A5,3.001984920825696e-6
PRTG,2.0452604884719464e-6
VSIG10L2,5.658329369237904e-7
AMIGO2,5.397933554429641e-6
AMIGO3,6.1718106156867625e-6
CDHR4,8.772645791692074e-7
MUC21,1.4504693764404906e-6
AMTN,3.483034023211656e-5
MSLNL,5.761830199173484e-7
STRCP1,1.4002151437424515e-5
CNTNAP3B,1.8307291502193762e-7
SIGLEC14,5.703659760934333e-6
FRMD4B,4.11895592685302e-6
CRB3,2.3115353262582606e-5
CD52,3.3291204964200308e-6
MOBP,2.0735569152235755e-5
MALL,8.263715943274689e-6
BCAS1,1.3136600888578107e-6
MARVELD1,6.171408989800637e-6
MAL2,9.875410755499375e-6
LGI4,1.2778546957232327e-5
ELAVL3,2.2192748290303803e-6
IGSF3,8.197296998384031e-6
SERF1A,2.597424515128474e-6
PSMG1,7.086820797428543e-5
JRKL,3.877460564107721e-7
VCY,3.527678819220845e-7
ITM2B,1.6128426870785673e-5
GPRIN2,6.24433563563653e-7
RBM19,3.5801177331256566e-6
LINC01587,1.061527594215561e-7
DPYSL4,7.150367517671348e-6
RBBP9,2.3317421745757997e-5
RAI2,4.153257066724596e-7
SCRG1,8.421507081485024e-7
IQCE,2.376653653009986e-6
CACYBP,8.837248874776233e-6
MYEF2,1.3055506498613506e-6
TMX2,5.905217365233909e-6
CEND1,2.273778604353495e-4
VCX2,3.012553163951407e-7
VCX3A,5.624575472367213e-7
BTBD1,4.5237750167185505e-6
C21orf91,6.762367364086827e-6
SNTG2,2.8256062283914315e-5
PLEKHA5,8.8812187543937e-6
LRRN3,3.602181993766964e-6
CRTAC1,6.855351515703632e-6
LGI2,2.3636913593100255e-6
DPPA4,6.701206968826708e-6
BTBD2,1.2861713594430023e-6
ADAP2,1.5866391391335503e-5
CA10,5.3536453396122135e-6
CRAMP1,4.883976388695636e-7
LRRN1,3.602181993766964e-6
ZSWIM6,2.2270509625090865e-5
POPDC3,5.7650308162171384e-6
MOSPD3,3.999103888144843e-7
CCDC14,7.627670401377671e-6
NRSN2,8.530282770498926e-7
CRISPLD2,8.573180065236084e-6
BTBD6,3.6173436927433504e-7
TRIM47,5.321922854596548e-6
ZNF804A,3.918361410423492e-5
IGSF8,4.297010698439873e-6
OPALIN,3.7949466698306103e-6
WDR89,3.901216455314481e-6
GPRIN1,2.052489626626399e-6
CSMD3,1.5789899107196427e-6
SMYD4,1.6450025875258494e-6
LRIG3,1.7066106316099918e-5
TMEM132E,4.029211850327739e-4
CYB5D2,2.0393378190180708e-6
NTN5,2.899439794037846e-7
RBM45,5.525327215597794e-7
NRSN1,1.6566807800050393e-6
KCTD11,2.151162631545489e-6
DPPA2,4.3519944390235677e-7
ODAPH,3.351931045279478e-5
LINGO2,3.848081540155145e-6
MDGA2,4.904906186053881e-6
FAM151B,2.1037190674097256e-6
LNX2,1.926150511410146e-6
VXN,4.925962963339016e-7
CCDC141,8.419050639911073e-6
C3orf70,2.624537145836176e-6
GPRIN3,5.729209980367092e-7
CCDC85C,2.830550726610527e-6
LINGO4,3.55066942824002e-6
SMIM45,1.9982709301360926e-6
LRRTM3,2.0756732285189124e-5
VCY1B,3.527678819220845e-7
LRRC10,7.538050220492151e-6
MIR219A1,5.517236934637355e-5
VCX3B,5.624575472367213e-7
LRRC24,3.806482262448166e-6
MIR18B,3.1697720155306716e-6
MIR511,2.498542502612968e-6
MIR518B,2.8766746451417816e-6
MIR509-1,1.3556978830188112e-5
SRGAP2B,2.3613162030129505e-6
LRTM2,3.3363047773533216e-6
MIR548C,1.3556978830188112e-5
SERF1B,2.597424515128474e-6
NBPF26,3.824284698851178e-7
PERCC1,3.33268773523895e-6
EDDM3A,1.0549542996535041e-4
XKRY,7.005616081963045e-7
LY6K,4.8558395610976595e-6
SPACA7,5.072303621673203e-5
SPINK13,5.573882608503488e-5
LCN6,7.559748435631914e-7
FAM170B,2.476746446932957e-5
TEX46,5.976516660077654e-7
OTOL1,2.5270036738465664e-5
MEST,1.0209411106952996e-6
TAGLN,7.759072951928339e-7
PRR14,4.331749133940419e-6
ANKRD33,1.9251330231956816e-6
PPFIBP2,2.0030460555459526e-6
PDZRN3,3.078857830410275e-6
PSG1,9.339656556244366e-7
PSG4,8.824530900974929e-7
PSG6,8.824530900974929e-7
PSG7,8.824530900974929e-7
PZP,3.934119077286761e-6
SFTPC,2.5419654809183667e-5
SFTPA2,6.632445855893818e-6
TMEM18,3.1214517768007537e-6
FBXL21P,8.943699448167903e-6
HEBP1,1.4456761515019667e-6
ENOX1,3.2662041515771974e-5
SUMO3,1.3857364710506271e-5
NHERF2,5.778138770264439e-5
PHYHIP,8.771322850647881e-7
FILIP1L,1.0890815879128218e-5
UNC50,2.538022073702692e-6
NBEA,9.371474250312915e-7
FILIP1,1.3777924987189146e-5
SCG3,1.3874327000556886e-5
CUTA,1.571765327505177e-6
ODR4,2.393467837187364e-7
TM9SF3,3.8847800996127903e-7
MPP4,1.892355324768412e-6
TMEM35A,1.4943666291160123e-5
NBEAL1,4.853887219936318e-7
NETO2,1.8487642258753746e-5
TSPAN10,5.367194339886326e-7
TNS4,8.498947774418753e-7
STK11IP,3.150596453059215e-6
CNPY4,3.848149502356145e-6
TSPAN33,1.1066049606644119e-5
AKAIN1,1.9739725509913193e-6
FHIP1A,5.52700620928246e-6
PDZK1P1,2.1652011729808943e-6
LNCPRESS1,1.5734875104299127e-5
ACTG2,1.606539053322666e-5
ADPRH,4.048149085054004e-5
CRYBG1,2.940930005927924e-7
AMELY,1.751649776435289e-5
