Gene,MF.score
CHD7,1.934325097997388e-4
SULF2,1.4343317646441968e-4
ANKH,1.499391955797702e-4
KIAA1217,1.1211012769879082e-6
OTOR,6.123044734625363e-6
MEPE,1.1077034763100384e-5
FAM20C,6.750966227787388e-5
BBX,1.4159210852461639e-6
TWSG1,4.99399597786633e-5
PBXIP1,6.990782725605797e-5
IFT80,1.3079568616263684e-4
HAPLN2,4.139494737860782e-5
ALX4,2.120967787355315e-5
PAPPA2,6.181681262744736e-6
BCAN,2.3398320074423578e-5
XYLT1,5.923208149648329e-5
P3H1,5.50069764229549e-5
HHIP,2.9597051234805777e-5
CSRNP1,8.17881294653642e-6
CREB3L2,8.42342657041932e-6
DDRGK1,2.777817005756334e-4
VKORC1,1.5199259116685962e-4
BBLN,4.482517923359979e-5
LRRK1,1.9892677268035754e-5
FUZ,2.2895670248409636e-4
LNPK,9.268617159575269e-5
WNT5B,8.127829036581442e-5
SLC2A10,2.516247149375869e-4
ADAMTS12,2.0566726448474222e-4
SLC10A7,1.1747735424722144e-5
TMEM107,4.040434129699852e-5
MIGA2,3.5688968960237267e-6
COL27A1,5.008015528776948e-5
SCIN,4.6159052601338856e-5
PKDCC,4.5937176090303916e-5
IL17F,1.3836634411135913e-4
WFIKKN1,1.141818063028121e-5
SLC38A10,5.690236345671867e-6
WFIKKN2,1.141818063028121e-5
SPNS2,5.5365920428092104e-5
MBOAT2,6.446210695986885e-5
SLC9B2,1.5255693905196708e-4
AMER1,5.128497948982254e-5
RFLNA,6.364028560270939e-5
B3GLCT,2.391375101237135e-5
HAPLN3,1.840776471157074e-5
NOTUM,1.1017283967712852e-4
CHADL,5.2727570871321256e-5
RDH10,2.424479439218828e-4
FREM1,5.9386346789213914e-6
PHOSPHO1,8.914873680717859e-5
TAPT1,4.928672399110239e-5
RANBP3L,3.098639930753061e-5
UCMA,8.490422065326892e-6
SIGLEC15,1.6981254028399213e-5
SH3PXD2B,2.148623242231486e-5
TMEM119,6.1434276084568e-5
UNCX,2.369462536247676e-5
RSPO2,1.481907189155729e-4
FMN1,9.18941574584758e-5
BMP8A,1.8374828166646094e-5
RFLNB,6.421255543518358e-5
IFITM5,3.994451915853269e-6
SNORC,1.1067467011037914e-6
MUSTN1,3.585322838139719e-5
SNX19,3.930349090217076e-5
HAPLN4,4.601253812109314e-5
SCX,1.2483037651454283e-4
CCDC154,2.182776370618853e-5
MOSMO,8.8450871462528e-6
ZNF664-RFLNA,6.364028560270939e-5
ACHE,1.8497495407292187e-4
ADAR,1.318225421776133e-4
JAG1,2.2669107421763055e-4
ALOX5,3.2149140147629614e-4
ATP2B1,6.0888034467446825e-5
ATP5F1B,7.169503700004129e-5
ATP6V1B1,1.1278880631740293e-4
CALCA,3.2034966822479493e-4
CEBPD,5.914531567461604e-6
CLIC1,1.3130817160874853e-5
CSF1,3.6416584633577214e-4
CYP24A1,2.491248785299324e-4
CYP27B1,3.0647019561326906e-4
DMP1,2.0289379176785604e-5
S1PR1,9.391691647886783e-5
FASN,4.588434931277642e-4
GPC3,1.859906912441737e-4
GLI1,1.3558683497062117e-4
GPM6B,9.420267885859415e-5
GRP,2.2313198198662017e-4
H3-3A,8.049491367593724e-5
H3-3B,8.049491367593724e-5
HSPE1,8.357464419645395e-6
TNC,1.7375484301739263e-4
IARS1,7.232889111659913e-5
IBSP,2.6767026017957944e-6
IGFBP2,4.191309006418715e-5
IGFBP5,2.002213963189551e-4
IL6ST,3.697190828588164e-4
JUNB,5.930263622585519e-5
LRP3,5.779909744333163e-6
SMAD9,1.9730436601901014e-5
MN1,4.765705472150877e-5
CITED1,1.1531805316365509e-4
NELL1,1.6662461384658673e-5
ROR2,1.452712431255595e-4
OXT,4.6432183505298847e-4
PENK,2.3099219725976588e-4
SRGN,6.021807753403039e-4
PRKACA,2.753733436432399e-4
PRKD1,2.995641763802991e-4
PSMC2,2.4419208691097282e-5
PTPRB,1.4751556019031481e-5
RORB,4.842043370394907e-5
RRBP1,1.4922393069252636e-6
RXRB,4.9447771453740674e-5
SORT1,1.631542273325705e-4
CLEC11A,1.4056064022735456e-6
SLC34A1,4.737350182096731e-4
SLC20A2,2.660139442936534e-5
STATH,4.594174494888402e-5
CLEC3B,8.17034363852642e-5
TNFAIP6,1.3640149645352187e-4
TPH1,9.487708002164034e-5
TUFT1,1.947911229848969e-5
HIRA,5.3670533209586794e-5
VEGFC,1.3639853767159567e-4
FZD1,1.2318399965761107e-4
FZD9,1.821070615154128e-4
IFITM1,1.6734013123260656e-5
DDX21,1.404915667963983e-4
PDLIM7,1.4696670920668067e-5
MINPP1,3.8857381643896485e-4
ISG15,7.676550780164588e-5
MRC2,3.521779202397651e-6
ZBTB40,1.7296011225024533e-6
ALYREF,2.699608299501832e-5
FSTL3,2.3504849183084982e-5
MYBBP1A,5.4975168614276236e-5
TOB2,1.3763634067915052e-5
RRAS2,3.952751799141422e-5
ITGA11,4.999307716356022e-5
ZHX3,2.8943505498486193e-6
MESD,3.682190704367347e-5
DNAJC13,3.227504372448152e-5
CLEC5A,1.581940038251696e-5
TMT1A,6.490258738732412e-5
ASF1A,1.67798985902671e-5
RSL1D1,5.05980659237182e-6
OSTF1,2.267411776952777e-6
SND1,3.0467085888774708e-5
INTU,4.7245447354126154e-5
ATP6V0A4,5.2063879187660384e-5
DHH,4.980579732792439e-5
SOST,2.050651941770049e-5
PAM16,3.461470496945735e-5
CRIM1,1.1495706367860045e-5
ATRAID,2.0218573618771127e-5
SUCO,1.4029918956900363e-5
TMCO1,3.0331340517342867e-5
TRPM4,3.763477874855939e-4
ASPN,5.046077075222206e-5
GDPD2,6.177083469356802e-5
HEMGN,1.048618269106232e-6
LGR4,8.78566059046046e-5
BMP2K,2.232011075154927e-5
TENT5A,1.786216597899977e-5
TXLNG,4.5963738790532025e-6
BCAP29,7.771339605364654e-6
CCDC47,3.435686476982015e-5
SLC24A3,3.113542006059396e-5
RDH14,3.006427070321719e-5
SMOC1,4.72084569556317e-6
GFRA4,1.616860140154757e-5
FKRP,1.9994293267123288e-4
KREMEN2,3.3790498838923017e-6
TMEM53,1.010212257728409e-5
ROGDI,4.088928214273196e-5
RIOX1,5.924432761440218e-5
CCDC134,2.1637943626741398e-5
KAZALD1,8.899753189253707e-6
KREMEN1,1.8518604806579115e-5
ADGRV1,1.4752665022413358e-4
CTHRC1,1.1533692586561345e-4
PANX3,2.2418627557352324e-5
TWIST2,4.064118815274287e-6
SP7,4.7135355965321586e-5
ERFE,4.402525019829856e-5
SGMS2,1.1173524215339982e-4
TMEM64,1.944475400749473e-5
ANO6,2.4140944863784513e-4
SCUBE3,1.568071521028719e-5
IGSF10,1.8704323578386673e-6
MIR100,2.515194846962512e-5
MIR106A,3.738847851169347e-5
MIR125B1,8.634874876909465e-5
MIR140,1.5714621421275551e-4
MIR18A,1.2907806765488782e-4
MIR203A,1.293845482831202e-5
MIR30B,1.3444207897535604e-4
MIR320A,3.789529057709989e-5
MIR9-1,1.1609495033525299e-4
MIR93,5.2253418404797025e-5
MIR98,1.167850869643273e-4
MIR346,8.91594802451002e-6
MIR20B,2.1885195725300965e-5
MIR548D1,4.304656441046265e-6
MIR675,1.0985285320192388e-4
ATP1A2,3.311894496425279e-4
SLC29A1,3.676807575463151e-4
CLN8,1.0754507936000286e-4
GFAP,1.0814928163154477e-4
SLC29A2,3.200156256292499e-4
KCNJ10,7.657231923654221e-5
RAB3B,9.81453445163728e-5
SLC1A6,7.699574025495811e-5
SLC1A7,1.2725981611478378e-4
SLC6A1,1.9022746677475568e-4
SLC6A2,1.49044522846771e-4
SLC6A3,1.74379050669882e-4
SLC6A4,3.8590810791003786e-4
SLC6A11,1.0548056401707197e-4
SLC6A12,8.85770837278991e-5
SLC6A13,1.4233448247970006e-4
SLC18A1,1.246993976243027e-4
SLC18A2,3.0292678014398616e-4
SLC18A3,3.126193716945443e-4
SLC22A1,4.12908059041979e-4
SLC22A3,1.5983427031305195e-4
SLC22A2,2.9451917776445125e-4
SYNGR3,2.1459801277330015e-5
SLC38A1,0.00030668405340472334
SLC29A4,1.3476908110272168e-4
SLC17A8,3.651745882606715e-4
COLQ,8.598100738028287e-5
ANK2,2.582204323700156e-4
ATP1A1,2.096741980103037e-4
ATP1B1,2.515860395224246e-4
HCN2,7.153282355696726e-5
CACNA1C,1.5810355643741339e-4
CACNA1D,1.271165053063544e-4
CACNA2D1,1.531849000393939e-4
CACNB2,2.0553754605873013e-4
CACNB3,7.443090666485011e-5
CAMK2D,1.5102972654293644e-4
CHRNA1,4.8843058826207373e-5
CHRNA4,5.514135802667672e-5
CHRNB4,8.306413705664239e-5
CLCN1,2.558629762090632e-5
CLCN2,1.894311826303756e-4
CNR1,2.614947703132095e-4
CNR2,9.873460877777157e-5
CXADR,1.8380041265515567e-4
DMD,1.410794571729924e-4
DSG2,9.336401518314475e-5
DSP,9.770438980784816e-5
GJA5,8.65060108852389e-4
GPR35,1.1286488892262097e-4
GRIK2,2.823338295330162e-4
JUP,2.19303231722586e-4
KCNA1,1.11178513531877e-4
KCNA2,1.526750282000845e-4
KCNA3,2.120401702473102e-5
KCNA4,2.475137718576471e-5
KCNA6,1.0102612073645828e-5
KCNA7,8.77192078647204e-6
KCNA10,1.9986591310235004e-5
KCNC1,6.672991517234198e-5
KCNC2,1.1628092003956248e-4
KCNC3,2.3473025988382047e-5
KCNC4,1.70133479743153e-5
KCND1,2.2260067236457023e-5
KCND2,7.574830807647878e-5
KCND3,7.637570114834296e-5
KCNE1,1.538844386771714e-4
KCNF1,1.172831080949568e-5
KCNG1,1.0258706718006768e-5
KCNH2,1.1958845830773334e-4
KCNJ2,1.5664338052335326e-4
KCNJ3,1.3128043590036596e-4
KCNJ5,1.1795688496589845e-4
KCNJ11,1.2427507682324308e-4
KCNK2,1.679403078970904e-4
KCNK3,2.0648903981627706e-4
KCNN2,6.621470313604211e-5
KCNQ1,3.1188108417257805e-4
KCNQ2,1.4912084297076601e-5
KCNQ3,1.5341038917467332e-4
KCNS1,1.0374385365065929e-5
KCNS2,1.0374385365065929e-5
KCNS3,1.2302592119597657e-5
MTNR1B,1.6145825981713464e-4
P2RX1,1.8865985131005417e-4
P2RX4,1.712639450850207e-4
PKP2,1.7736697366327436e-4
RYR2,2.9115685580639525e-4
SCN1A,6.354309109243067e-5
SCN2A,4.480847234348132e-5
SCN2B,1.0618859489777996e-4
SCN3A,2.3452699558000566e-5
SCN4A,4.672621203959075e-5
SCN4B,7.101423663545019e-5
SCN5A,4.7931207461114557e-4
SCN7A,4.941439043053049e-5
SCN8A,4.654036697356202e-5
SCN9A,4.57656583377528e-5
SCN10A,7.660640844196533e-5
SLC4A3,3.241273122740116e-5
SLC8A2,2.0021709870049126e-4
SLC9A1,2.4355738601482694e-4
SNTA1,1.6446583027535607e-4
SRI,1.245541800696653e-4
ABCC8,5.580858263910033e-4
SUMO1,1.5835983318727604e-4
SLMAP,4.857992311440693e-5
CACNA1I,1.8964311564263613e-5
CACNA1G,2.1070806507949327e-4
KCNB2,1.7210456978795594e-5
AKAP7,5.768702870576477e-5
AKAP6,1.274079956335574e-4
GNA14,2.2546493475475395e-5
NOS1AP,1.6707351489311933e-4
KCNE2,7.912515749851396e-5
KCNE3,2.2389024635651914e-4
HCN4,1.6848621698964592e-4
GJC1,1.5061449394999717e-4
KCNMB2,2.7305816095513044e-5
GPD1L,8.834808880185071e-5
KCNE5,1.1397996342811292e-4
KCNE4,7.903034577196733e-5
KCNG2,9.453972103628907e-6
KCNV1,1.2432213905263753e-5
KCNMB3,2.1002974396022984e-5
KCNMB4,3.344600060134657e-5
CTNNA3,5.025682268325267e-5
KCNIP2,1.1379018864785455e-4
KCNK4,2.2236125446218884e-4
KCNK9,2.0735270232243776e-4
GPR88,6.701005852854709e-5
USP53,2.2004689716881947e-5
SCN3B,9.40863157138509e-5
GJD2,1.1374560428994778e-5
BBS10,4.357643020503466e-5
KCNH6,2.289868275515832e-5
KCNK16,3.434910560871399e-5
KCNG4,1.0765368538374518e-5
CLDN19,1.2175290032565166e-4
TMEM161B,5.092541668902094e-6
KCNV2,8.564317759116094e-6
KCNG3,1.038820950978271e-5
RNF207,1.0818692820856732e-4
MIR1-1,5.523398510875725e-4
MIR328,1.5816156678999559e-4
NPS,7.474427162764606e-5
TRDMT1,9.917110154975614e-5
METTL1,2.481710515468038e-4
TARBP1,1.1981765391129437e-5
LCMT2,2.6035872680248256e-5
WDR4,1.0619519634679674e-4
WDR6,5.010876301696285e-5
FTSJ1,1.3907939051661879e-4
THUMPD3,1.0906365407895889e-4
TRMO,6.761776791191076e-5
TRMT6,2.709881826860662e-5
TRMT13,3.8770640281182094e-5
TRMT12,7.485862232227251e-5
DALRD3,6.793152148429365e-5
TRMT1,8.50716692168229e-5
METTL2B,2.450564634780162e-5
TRMT9B,4.711705202550591e-5
THADA,3.4223350281147526e-5
NSUN7,2.307952931318269e-6
THUMPD2,1.1619850204897709e-5
TRMT1L,3.6447688016893456e-5
GTPBP3,1.047599219728032e-5
ALKBH8,4.944149439750443e-5
TRMT10A,4.479824792609329e-5
HENMT1,4.219342771967877e-5
TRMT61A,9.401324219323744e-5
TYW3,2.6035872680248256e-5
METTL6,2.4582975529952377e-5
BCDIN3D,8.84225341733205e-5
TRMT44,6.508034925723779e-5
TRMT10B,6.222776761897867e-5
NSUN6,4.676536517768067e-5
METTL2A,2.450564634780162e-5
DIO2,6.701354969346599e-5
SEPSECS,1.8425176754543245e-4
SELENOT,6.638108480076988e-5
TRNAU1AP,1.4006848769150559e-5
EEFSEC,3.134019614227105e-5
AVP,2.884613163588685e-4
CBR1,1.8014067138646868e-4
FABP5,1.3613619354237687e-4
PLA2G4A,1.8272651857217467e-4
PTGDS,1.1655946806656049e-4
PTGIS,1.5127867544157233e-4
PTGS1,4.3727033921015434e-5
TBXAS1,9.033291193598322e-5
AKR1C3,6.964673671878529e-4
PTGES,1.1394863414010944e-4
HPGDS,9.044585440789272e-5
PNPLA8,6.427174336521286e-5
PTGES2,6.516420201266039e-5
PRXL2B,3.51896597084016e-5
DAGLB,7.684941700871816e-5
PLA2G4F,4.391701380087472e-5
MIR132,1.1550947705693486e-4
MIR204,1.3252057373506283e-4
MIR766,8.053339972619257e-5
PAM,2.5378158608824306e-4
TRUB2,4.7285641838935155e-5
PUS7,9.464900076256396e-5
PUS7L,1.6377326921326066e-5
PUS3,8.000909826989714e-5
PUSL1,2.4831319299911757e-5
TRUB1,1.1617547702718805e-4
PUS10,5.084425518652297e-5
RPUSD3,2.412827183427652e-5
ABCA4,2.512127829232697e-4
ADH1A,6.0740912166479995e-5
ADH1B,1.2707865430325516e-5
ADH1C,1.2707865430325516e-5
ADH4,1.5865191466009007e-4
ADH5,2.484536566891822e-4
ADH6,1.2713674778938951e-5
ADH7,1.3316424916414926e-4
ALDH1A1,2.2915530293092745e-4
ALDH1A3,1.7013962943225388e-4
AKR1B1,2.882390354746719e-4
CEL,5.914773806066567e-5
AKR1C4,2.0978274168361998e-4
CYP1A2,1.968291311225878e-4
CYP3A7,7.860464045918278e-5
CYP2C8,8.889058435204577e-5
CYP2C18,4.373703037654402e-5
CYP2D6,3.858183789236697e-4
CYP3A4,4.36262065280493e-4
CYP3A5,9.466606996138668e-5
CYP26A1,1.4473391620449684e-4
AKR1C1,2.795411455152546e-4
LIPE,8.158810375685035e-5
LRP1,2.928268327044005e-4
PNLIP,7.118740362238418e-5
RARRES2,4.0789593524715336e-5
RBP1,5.6550337998881954e-5
RBP2,2.2387482998518088e-5
RBP3,7.11230713270071e-5
RDH5,5.030818395843085e-5
RLBP1,2.7475933061996096e-5
RPE65,4.635808625548859e-4
PNPLA4,7.678818197995012e-5
RDH16,4.978667001389819e-5
HSD17B6,1.6110008228476604e-4
DGAT1,7.231000824825781e-5
ALDH1A2,1.4044505866049598e-4
LRAT,9.478396245378766e-5
DHRS9,9.02211843096534e-5
PRMT3,1.4635989770588775e-4
DHRS4,6.479729020756063e-5
CYP2S1,8.674537439356714e-5
RDH8,3.120916429402444e-5
RDH11,7.643987859455134e-5
DHRS7,1.7907299590900573e-5
BCO1,3.143386900483079e-4
UGT1A8,4.9035766003445204e-5
UGT1A7,6.333226649939986e-5
UGT1A9,3.102853249362061e-5
UGT1A1,1.5419547556583732e-4
UGT1A3,3.6154502157787445e-5
RETSAT,5.584321658449348e-5
CYP2W1,1.2086317308200128e-4
AKR1B10,2.3650680441096312e-4
PNPLA2,1.4626057587429172e-4
SCPEP1,2.2863098054313453e-5
ALDH8A1,1.4150386845462697e-4
BCO2,7.314381386792947e-4
DGAT2,1.3491631826908644e-4
RDH13,4.0950544713237175e-5
SDR9C7,1.0858406512460453e-5
RDH12,5.86540091951838e-5
PLB1,9.756499287775518e-5
AWAT2,1.0998218673218166e-4
NAPEPLD,1.1337440378223953e-4
CYP4V2,2.9391157220103405e-5
DHRS4L2,1.609143733759585e-5
CYP27C1,2.487016803507402e-4
CYP26C1,7.643463418116436e-5
AKR1B15,1.0398470208656258e-4
DHRS4L1,1.604918237094802e-5
AAMP,4.321677423961843e-6
ADM,2.4508810033924605e-4
AGTR1,2.962687675325324e-4
APLNR,1.6428589264992307e-4
ANG,8.387557983615196e-5
ANGPT2,8.733870562759365e-5
ANPEP,1.3681069327454938e-5
ANXA3,4.614525097340026e-5
APOH,1.1982484516454982e-4
KLK3,6.737708222626653e-5
ADGRB2,5.6456463713623035e-6
BTG1,1.9919609264077432e-5
C3,4.116455410135363e-4
C3AR1,1.3108255006976733e-4
CAMP,5.994816431850029e-5
CASP8,1.1130002492995501e-4
KRIT1,1.913045754825925e-5
CD34,3.120622595916577e-4
CD47,1.1045460487071043e-4
CMA1,6.229043658551346e-5
CCR3,1.841772713336148e-5
COL4A2,3.434215185984771e-5
COL4A3,4.862191910793576e-5
COL8A1,9.656753236645102e-5
COL8A2,6.242113223810574e-6
COL15A1,5.255632887610914e-5
CX3CR1,4.5210396916721114e-4
ACE,3.927899064192947e-4
E2F2,3.301899401783735e-5
EGR3,3.841353902925538e-5
EMP2,9.077781764835121e-5
ENPEP,3.518393985461763e-5
EPAS1,4.370587351994463e-5
EPHA1,6.165570793481673e-5
EPHB4,4.443272410040725e-5
ETS1,3.312402275491293e-5
F3,8.348907730123296e-5
FAP,1.1881089511876956e-4
VEGFD,7.398778465301296e-5
FUT1,1.2825038367856613e-4
GAB1,1.240119545970998e-5
B4GALT1,2.250604503476422e-4
GLUL,2.2315992935188048e-4
GPR4,6.170189133280624e-5
CXCR3,5.114526719551129e-5
GPR15,6.194777025424852e-6
GRN,2.233817530727299e-4
GTF2I,3.5039977250860708e-6
HLA-G,3.087074723854354e-4
NR4A1,1.57276790346675e-4
HRG,1.4191130496921198e-4
HSPB1,9.066666101750697e-5
HSPG2,4.4072325478943237e-5
HTN1,4.444532255292752e-5
IGFBP7,1.9209098776937237e-5
CXCL8,9.440364379692663e-5
CXCR2,2.3848563708363013e-4
IL12A,3.748795017627956e-4
IL12B,4.6068354544130766e-4
IL18,2.666779593634586e-4
ITGA2B,3.5256003169230235e-5
ITGA5,1.055269043271689e-4
ITGAX,1.0726961504203944e-4
JAK1,1.6444870080346415e-4
KRT1,3.5437278212194533e-5
BCAM,1.46986365400267e-5
MCAM,1.931129949537171e-5
MEIS1,2.6578574396126158e-5
MEIS3P1,3.1603825835241214e-6
MEOX2,2.4925773371615696e-5
MFGE8,8.246784826627768e-6
MMP19,2.595827925108345e-5
NINJ1,7.478604781390179e-5
NPPB,1.2725034790506872e-4
NPR1,1.6406256737053725e-4
SERPINE1,3.2163753659725144e-4
PDE3B,5.20678946274896e-5
PDPK1,1.0923128396100441e-4
SERPINF1,8.200086438584033e-5
PF4,8.712367366920767e-5
PGF,4.334976104927477e-5
PGK1,1.9514472343532452e-4
PIK3C2A,4.8554228810802434e-5
PIK3CD,1.5473315842495143e-4
PKM,7.82093825221641e-5
PKNOX1,4.5053054936441976e-6
PLCG1,9.726134900274196e-5
PPP3R1,1.0256618009374912e-4
PRCP,8.261442294189368e-5
PRKX,3.3489109239716384e-5
PRL,9.974247446141125e-5
RLN2,3.570288419762353e-6
RNH1,1.3112435826065588e-4
RORA,8.708627088388023e-5
S100A1,2.4129413465187234e-5
SAT1,1.5295383099693925e-4
SLC12A2,3.292679337776117e-4
SP1,2.4895534223143804e-4
STIM1,7.683842145460215e-5
TBXA2R,1.8485707954086068e-4
TGFBR3,2.35312376151019e-4
THBS2,7.917839391803205e-6
THBS4,4.961640534110112e-5
TIE1,1.2001855492929069e-4
TJP1,9.543848564858393e-5
CLDN5,8.957340278853536e-5
TNFAIP2,1.5353532195781978e-5
UBP1,9.979414974688688e-6
VAV2,2.2012204657319885e-5
WARS1,6.253754950623201e-5
VEZF1,9.549234026146831e-6
PXDN,7.361915547873097e-5
FZD8,2.4626234948010036e-5
RECK,7.132088694783157e-5
PIK3R3,5.065870506140442e-5
TNFSF12,1.0121883265872504e-5
ADAM15,6.722095881611878e-5
CCN6,7.756315321632908e-6
APLN,1.1116107909580795e-4
CLIC3,4.3946526932256355e-5
SH2D2A,2.31717512069647e-6
HGS,9.683265964741244e-5
AIMP1,5.003437587543174e-5
ADGRG1,8.162280653994594e-5
HS6ST1,4.021989213548395e-5
FGFBP1,2.9181687709611104e-5
SLC12A6,7.859750705251728e-5
PDCD6,7.492111639491494e-5
CALCRL,2.94526493003587e-4
RAMP2,1.746629814954174e-4
RAMP1,1.8997990992914525e-4
VAV3,3.212217199238987e-5
HTATIP2,4.468214203863362e-6
CXCL13,2.625728998621208e-4
CYSLTR1,6.633827203308139e-5
HPSE,1.6120434915133095e-4
SPINK5,2.5579805840122906e-4
ESM1,8.781496504496237e-5
CD160,3.1902713131613656e-4
VASH1,6.400394098243493e-5
EPN2,2.0484442117394658e-5
MMRN1,5.8689781664620976e-5
CD93,1.598126442379331e-5
STAB1,2.3954574014327804e-5
MINAR1,8.979217785593558e-6
POFUT1,5.150330055612791e-5
TSPAN12,1.9837946497576296e-5
CEMIP2,2.2312573980268e-5
TAFA5,2.7901451133913815e-5
ADGRA2,3.485732295767642e-5
PPP1R16B,2.3293068018227507e-5
SRPX2,6.201635131567769e-5
ANGPTL3,5.947907898619578e-5
DLL1,7.591718838654482e-4
CARD10,2.902927985696313e-5
EPN1,1.4626030427236004e-5
ANGPTL4,3.11124950828044e-5
EGFL7,5.547399535844901e-6
TNFRSF12A,4.125827824138724e-6
ANGPT4,1.9243991408848993e-5
ERAP1,5.679125460816649e-5
EGLN1,1.1001373786175349e-4
BCAS3,2.1626458318509344e-5
RASIP1,6.204401382926106e-5
AGGF1,4.004219539149742e-6
TMEM100,4.5343571367280375e-5
STAB2,3.2209537679538584e-5
C1GALT1,3.37846320867121e-5
MEIS3,5.349037464763729e-6
ADAMTS9,7.3394308400648e-5
PLXDC1,3.1214623334434274e-6
ARHGAP22,4.3007770086664345e-6
PROK2,8.755636864536564e-6
FKBPL,1.7481071440877764e-5
HIF3A,3.5318522278201037e-6
PDCL3,8.775197630805614e-5
ADIPOR2,4.5171298371735297e-5
NDNF,6.147663461501483e-5
MMRN2,6.825188753820662e-5
ADM2,2.5396156490175306e-5
PANK2,4.7538861821520464e-5
NAA15,3.262299287232467e-5
APOLD1,1.0949084354542215e-4
ARHGAP24,3.332972898182715e-5
JAM3,1.7690402425894785e-4
ANGPTL6,2.3950302319152047e-6
EMILIN2,7.135231689655197e-5
ADTRP,6.556315651873035e-5
RSPO3,3.2289583712742165e-5
TSPAN18,3.956737825294281e-6
OTULIN,4.389031172205796e-5
STARD13,3.880328857560433e-5
PLCD3,1.4435242998447705e-5
NUS1,1.7107439158317182e-4
LRG1,5.020533304489722e-5
TMIGD2,1.4228163274526916e-5
HSPB6,9.639386638065062e-6
OR10J5,4.449187273216367e-6
NAXE,7.300120238663321e-5
ISM1,2.064605708704294e-6
CCBE1,7.55921046523212e-5
AMOTL1,2.1713207686858122e-5
CLEC14A,7.562934003938843e-5
VSTM4,3.2513972882807015e-5
HIPK1,6.697261202867613e-5
THSD7A,1.0029180259547222e-6
EMC10,2.4179799550200818e-5
JMJD8,7.214368728155085e-5
YJEFN3,4.963275172730095e-5
MIA3,3.932777834015707e-5
TMEM215,4.8134098585342015e-5
MIRLET7A1,2.7361744807768897e-5
MIRLET7F1,1.9146578414975773e-5
MIRLET7G,1.9625149396465376e-5
MIR101-1,7.875029362798685e-5
MIR106B,2.572142977667553e-5
MIR10A,1.75311382731969e-4
MIR10B,2.36925955860096e-5
MIR125A,1.5812649984582364e-4
MIR130A,8.358534604648424e-5
MIR143,1.330467665394818e-4
MIR146A,3.0185721865982977e-4
MIR149,1.7282787634401061e-4
MIR150,3.350517014517071e-5
MIR196A1,2.749854573684701e-5
MIR199B,7.13062651988856e-5
MIR19A,1.616250615427979e-4
MIR200B,1.0909928472768985e-4
MIR206,7.178314850540025e-5
MIR212,7.618647235066595e-5
MIR217,1.574467553105545e-5
MIR22,2.7379871448506062e-5
MIR296,2.2876713249828607e-5
MIR30A,6.923548558196109e-6
MIR30C1,3.009450231061163e-4
MIR30E,7.4149315167635e-5
MIR31,1.2681373437136622e-4
MIR34B,7.578072803077643e-5
MIR34C,5.157630403494469e-5
MIR99B,1.4184499464537312e-5
MIR361,3.5686616647067424e-5
MIR375,1.0399456431745601e-5
MIR377,5.558134722929039e-6
MIR378A,5.769111574369426e-5
MIR329-1,4.612556532187033e-5
MIR410,1.2667539940158794e-5
MIR492,1.1254053612036669e-5
MIR494,3.249194769524138e-5
MIR497,1.9497225600725685e-5
MIR505,6.18244476585751e-6
MIR483,3.252407071831862e-5
ECSCR,8.515523804099501e-6
MIR487B,3.783184648218843e-5
MIR640,6.249653100923705e-6
CCR2,8.099491814599713e-4
MIR885,1.7113433278012064e-5
MIR939,1.0069137011546324e-5
MINAR2,1.948623189579157e-5
MIR1224,1.2304527031290415e-5
MIR1298,4.006062552227763e-5
MIR1908,1.2354389677967051e-5
MIR2355,1.225095866335933e-5
ADCY3,7.004213384324743e-5
APOB,2.1095823446917324e-4
ATP1A4,6.705361021254083e-5
CCR6,1.6653495404289273e-4
DEFB1,5.869940241512197e-5
DNAH6,1.1978009542209238e-5
DNAH9,7.845540933730322e-5
GK2,9.532933969396874e-5
INPP5B,6.050546170734811e-5
LDHC,1.0807553242941491e-4
SMCP,8.186865275246196e-6
PGK2,8.020401309793554e-5
PLTP,3.785847560954382e-4
RFX3,5.910044180328129e-5
SEMG1,1.0042610968385594e-4
SEMG2,8.373393786430195e-5
SORD,7.529791343607127e-4
TAC1,1.7182864833414555e-4
TACR2,2.885036285537937e-4
TAC3,8.58055295341938e-5
TACR3,9.456366780753058e-5
TMF1,8.730226584486915e-5
VDAC3,5.726414687307327e-5
DNALI1,1.5113053918937787e-5
DNAH11,1.1806420413520557e-4
AKAP4,5.029022134339299e-5
SLC22A14,2.609994624178919e-5
AKAP3,2.123381357861949e-5
CFAP45,5.659541613687604e-5
DPCD,2.4072956601844405e-5
CFAP61,2.5743780051126022e-5
RIBC2,9.645496364113858e-6
SPAG8,1.376416390946477e-5
GAPDHS,8.357841560482946e-5
IFT81,2.6880380281718137e-5
CFAP20,4.716621245989475e-5
LZTFL1,1.0555946294686847e-4
ROPN1,6.797392885309739e-6
DNAH3,2.2170965270013747e-5
IRGC,3.3115286687014545e-5
EPPIN,6.149632971607559e-5
PRM3,4.036958519242068e-6
DUSP21,3.13747128984097e-5
KIF9,2.3776073687784153e-5
TEKT3,7.043630667651733e-5
CFAP68,9.705645536756485e-6
EFCAB6,9.826065166013877e-6
DYNC2H1,3.6816838624715e-5
EFHC2,1.186691395767346e-5
TEX101,1.5921262596634693e-5
TEKT1,1.0233417942412544e-5
ROPN1L,1.214551684100031e-5
TSSK6,1.8006040385550105e-5
